visit_id,member_id,visit_date,check_in_time,check_out_time
1456,236,09-02-2024,08:56:00,09:31:00
1457,99,09-02-2024,07:57:00,08:32:00
1458,520,09-02-2024,09:34:00,10:04:00
1459,302,09-02-2024,06:32:00,07:27:00
1460,594,09-02-2024,08:17:00,09:02:00
1461,424,09-02-2024,06:38:00,07:03:00
1462,209,09-02-2024,06:27:00,07:02:00
1463,620,09-02-2024,06:47:00,07:22:00
1464,68,09-02-2024,07:29:00,08:24:00
1465,110,09-02-2024,06:19:00,06:54:00
1466,118,09-02-2024,09:02:00,09:27:00
1467,239,09-02-2024,06:05:00,06:30:00
1468,641,09-02-2024,05:21:00,06:16:00
1469,640,09-02-2024,09:14:00,09:59:00
1470,236,09-02-2024,07:30:00,08:00:00
1471,276,09-02-2024,09:51:00,10:26:00
1472,845,09-02-2024,19:04:00,19:39:00
1473,959,09-02-2024,20:56:00,21:31:00
1474,971,09-02-2024,19:06:00,19:31:00
1475,949,09-02-2024,19:35:00,20:20:00
1476,886,09-02-2024,16:59:00,17:24:00
1477,829,09-02-2024,18:55:00,19:20:00
1478,944,09-02-2024,18:44:00,19:09:00
1479,881,09-02-2024,17:09:00,17:44:00
1480,841,09-02-2024,16:34:00,17:09:00
1481,975,09-02-2024,18:36:00,19:31:00
1482,970,09-02-2024,20:34:00,21:04:00
1483,898,09-02-2024,19:23:00,19:53:00
1484,882,09-02-2024,17:47:00,18:42:00
1485,872,09-02-2024,19:02:00,19:32:00
1486,825,09-02-2024,18:51:00,19:36:00
1487,917,09-02-2024,18:29:00,19:14:00
1488,993,09-02-2024,20:19:00,20:44:00
1489,878,09-02-2024,16:46:00,17:11:00
1490,829,09-02-2024,17:23:00,18:18:00
1491,830,09-02-2024,16:25:00,16:50:00
1492,963,09-02-2024,18:43:00,19:18:00
1493,847,09-02-2024,20:40:00,21:15:00
1494,893,09-02-2024,20:27:00,21:12:00
1495,930,09-02-2024,18:00:00,18:45:00
1496,871,09-02-2024,20:54:00,21:24:00
1497,884,09-02-2024,20:53:00,21:28:00
1498,885,09-02-2024,17:09:00,17:34:00
1499,842,09-02-2024,19:40:00,20:25:00
1500,913,09-02-2024,16:38:00,17:08:00
1501,854,09-02-2024,19:57:00,20:32:00
1502,827,09-02-2024,17:55:00,18:20:00
1503,839,09-02-2024,19:35:00,20:20:00
1504,902,09-02-2024,20:20:00,20:50:00
1505,895,09-02-2024,20:16:00,20:46:00
1506,911,09-02-2024,16:57:00,17:32:00
1507,892,09-02-2024,18:12:00,18:57:00
1508,865,09-02-2024,17:33:00,17:58:00
1509,889,09-02-2024,17:24:00,17:59:00
1510,865,09-02-2024,20:34:00,21:19:00
1511,835,09-02-2024,20:42:00,21:17:00
1512,956,09-02-2024,17:21:00,17:46:00
1513,987,09-02-2024,20:41:00,21:06:00
1514,908,09-02-2024,20:17:00,21:02:00
1515,948,09-02-2024,19:15:00,19:40:00
1516,554,10-02-2024,09:08:00,10:03:00
1517,481,10-02-2024,09:09:00,09:54:00
1518,351,10-02-2024,06:35:00,07:30:00
1519,312,10-02-2024,09:27:00,09:52:00
1520,600,10-02-2024,07:47:00,08:12:00
1521,636,10-02-2024,07:50:00,08:20:00
1522,295,10-02-2024,08:10:00,08:55:00
1523,337,10-02-2024,06:43:00,07:38:00
1524,357,10-02-2024,09:24:00,10:09:00
1525,540,10-02-2024,09:26:00,10:21:00
1526,281,10-02-2024,07:25:00,08:10:00
1527,87,10-02-2024,05:58:00,06:33:00
1528,455,10-02-2024,07:20:00,07:50:00
1529,535,10-02-2024,09:18:00,09:48:00
1530,234,10-02-2024,09:47:00,10:12:00
1531,79,10-02-2024,08:55:00,09:30:00
1532,433,10-02-2024,07:12:00,07:37:00
1533,33,10-02-2024,08:19:00,08:49:00
1534,382,10-02-2024,09:43:00,10:18:00
1535,193,10-02-2024,05:22:00,06:07:00
1536,313,10-02-2024,07:41:00,08:11:00
1537,43,10-02-2024,06:33:00,07:03:00
1538,318,10-02-2024,07:38:00,08:23:00
1539,393,10-02-2024,05:35:00,06:00:00
1540,638,10-02-2024,06:55:00,07:40:00
1541,624,10-02-2024,09:50:00,10:35:00
1542,133,10-02-2024,08:50:00,09:20:00
1543,39,10-02-2024,09:50:00,10:15:00
1544,292,10-02-2024,08:59:00,09:34:00
1545,603,10-02-2024,08:49:00,09:24:00
1546,157,10-02-2024,09:19:00,09:54:00
1547,497,10-02-2024,09:29:00,10:24:00
1548,642,11-02-2024,07:36:00,08:31:00
1549,448,11-02-2024,06:55:00,07:50:00
1550,29,11-02-2024,07:02:00,07:27:00
1551,400,11-02-2024,08:35:00,09:05:00
1552,263,11-02-2024,08:37:00,09:32:00
1553,445,11-02-2024,09:33:00,10:03:00
1554,522,11-02-2024,06:51:00,07:36:00
1555,166,11-02-2024,07:00:00,07:35:00
1556,570,11-02-2024,05:03:00,05:58:00
1557,26,11-02-2024,08:30:00,08:55:00
1558,369,11-02-2024,06:15:00,06:50:00
1559,475,11-02-2024,06:14:00,06:49:00
1560,591,11-02-2024,08:18:00,09:13:00
1561,247,11-02-2024,08:06:00,09:01:00
1562,116,11-02-2024,07:45:00,08:15:00
1563,213,11-02-2024,07:28:00,08:23:00
1564,66,11-02-2024,09:06:00,09:51:00
1565,129,11-02-2024,08:22:00,08:57:00
1566,107,11-02-2024,06:05:00,06:40:00
1567,122,11-02-2024,05:39:00,06:09:00
1568,311,11-02-2024,08:09:00,08:44:00
1569,631,11-02-2024,09:30:00,10:25:00
1570,322,11-02-2024,09:36:00,10:31:00
1571,518,11-02-2024,09:50:00,10:45:00
1572,82,11-02-2024,05:44:00,06:09:00
1573,565,11-02-2024,08:14:00,09:09:00
1574,337,11-02-2024,08:06:00,08:41:00
1575,520,11-02-2024,08:11:00,08:41:00
1576,570,11-02-2024,06:20:00,06:45:00
1577,309,11-02-2024,07:34:00,08:29:00
1578,561,11-02-2024,09:54:00,10:19:00
1579,50,11-02-2024,09:00:00,09:25:00
1580,523,11-02-2024,06:46:00,07:21:00
1581,56,12-02-2024,05:24:00,05:54:00
1582,208,12-02-2024,08:27:00,09:22:00
1583,432,12-02-2024,05:51:00,06:26:00
1584,67,12-02-2024,09:21:00,10:16:00
1585,493,12-02-2024,09:22:00,09:57:00
1586,354,12-02-2024,07:40:00,08:25:00
1587,420,12-02-2024,07:57:00,08:22:00
1588,453,12-02-2024,06:42:00,07:27:00
1589,65,12-02-2024,08:11:00,09:06:00
1590,612,12-02-2024,09:35:00,10:20:00
1591,470,12-02-2024,09:46:00,10:41:00
1592,411,12-02-2024,08:30:00,09:00:00
1593,272,12-02-2024,05:59:00,06:54:00
1594,139,12-02-2024,07:48:00,08:13:00
1595,372,12-02-2024,08:45:00,09:15:00
1596,316,12-02-2024,06:28:00,07:13:00
1597,84,12-02-2024,06:53:00,07:23:00
1598,294,12-02-2024,08:28:00,09:03:00
1599,217,12-02-2024,07:59:00,08:29:00
1600,91,12-02-2024,08:14:00,08:49:00
1601,582,12-02-2024,05:18:00,06:03:00
1602,258,12-02-2024,05:11:00,05:56:00
1603,418,12-02-2024,08:06:00,08:51:00
1604,286,12-02-2024,06:36:00,07:06:00
1605,360,12-02-2024,05:55:00,06:40:00
1606,43,12-02-2024,07:04:00,07:59:00
1607,401,12-02-2024,07:22:00,08:17:00
1608,181,12-02-2024,09:39:00,10:24:00
1609,401,12-02-2024,08:48:00,09:33:00
1610,606,13-02-2024,05:57:00,06:22:00
1611,471,13-02-2024,06:12:00,06:57:00
1612,58,13-02-2024,06:58:00,07:23:00
1613,106,13-02-2024,08:32:00,08:57:00
1614,154,13-02-2024,05:06:00,05:31:00
1615,522,13-02-2024,06:51:00,07:26:00
1616,198,13-02-2024,07:43:00,08:28:00
1617,440,13-02-2024,09:13:00,09:48:00
1618,608,13-02-2024,06:12:00,06:47:00
1619,274,13-02-2024,09:36:00,10:31:00
1620,162,13-02-2024,09:05:00,09:35:00
1621,506,13-02-2024,05:34:00,06:04:00
1622,449,13-02-2024,07:42:00,08:17:00
1623,309,13-02-2024,08:27:00,09:12:00
1624,211,13-02-2024,08:18:00,08:48:00
1625,295,13-02-2024,07:44:00,08:19:00
1626,408,13-02-2024,09:33:00,10:18:00
1627,149,13-02-2024,08:44:00,09:14:00
1628,71,13-02-2024,06:24:00,06:49:00
1629,154,13-02-2024,07:23:00,08:18:00
1630,136,13-02-2024,05:42:00,06:27:00
1631,364,13-02-2024,08:18:00,09:03:00
1632,39,14-02-2024,07:54:00,08:39:00
1633,519,14-02-2024,06:40:00,07:10:00
1634,423,14-02-2024,06:25:00,06:50:00
1635,528,14-02-2024,07:53:00,08:18:00
1636,611,14-02-2024,08:33:00,09:28:00
1637,423,14-02-2024,08:09:00,08:44:00
1638,639,14-02-2024,05:08:00,05:43:00
1639,245,14-02-2024,06:06:00,07:01:00
1640,28,14-02-2024,06:17:00,06:42:00
1641,341,14-02-2024,10:00:00,10:45:00
1642,118,14-02-2024,06:59:00,07:29:00
1643,292,14-02-2024,08:24:00,08:59:00
1644,379,14-02-2024,09:07:00,09:37:00
1645,63,14-02-2024,09:58:00,10:43:00
1646,174,14-02-2024,05:44:00,06:39:00
1647,378,14-02-2024,09:51:00,10:36:00
1648,125,14-02-2024,06:13:00,06:43:00
1649,629,14-02-2024,07:50:00,08:45:00
1650,466,15-02-2024,09:01:00,09:36:00
1651,249,15-02-2024,09:53:00,10:28:00
1652,380,15-02-2024,09:39:00,10:34:00
1653,389,15-02-2024,05:08:00,05:33:00
1654,576,15-02-2024,06:50:00,07:45:00
1655,80,15-02-2024,06:36:00,07:06:00
1656,247,15-02-2024,08:07:00,08:37:00
1657,65,15-02-2024,08:27:00,08:52:00
1658,225,15-02-2024,07:56:00,08:51:00
1659,60,15-02-2024,07:52:00,08:47:00
1660,297,15-02-2024,05:50:00,06:15:00
1661,186,15-02-2024,07:57:00,08:42:00
1662,203,15-02-2024,06:23:00,07:18:00
1663,92,15-02-2024,08:53:00,09:48:00
1664,480,15-02-2024,09:27:00,09:52:00
1665,102,15-02-2024,06:22:00,06:52:00
1666,200,15-02-2024,08:52:00,09:17:00
1667,272,15-02-2024,06:30:00,07:05:00
1668,358,15-02-2024,07:39:00,08:24:00
1669,217,15-02-2024,08:35:00,09:20:00
1670,446,15-02-2024,07:37:00,08:12:00
1671,567,15-02-2024,07:22:00,08:17:00
1672,353,15-02-2024,05:18:00,05:48:00
1673,422,15-02-2024,09:20:00,09:50:00
1674,334,15-02-2024,06:02:00,06:47:00
1675,377,15-02-2024,07:55:00,08:20:00
1676,77,15-02-2024,09:06:00,09:41:00
1677,108,15-02-2024,05:27:00,06:22:00
1678,183,15-02-2024,09:36:00,10:01:00
1679,558,15-02-2024,07:07:00,07:52:00
1680,607,15-02-2024,09:13:00,10:08:00
1681,215,15-02-2024,06:50:00,07:15:00
1682,567,15-02-2024,08:20:00,09:05:00
1683,617,16-02-2024,07:46:00,08:41:00
1684,227,16-02-2024,07:11:00,07:56:00
1685,357,16-02-2024,09:08:00,09:38:00
1686,436,16-02-2024,08:49:00,09:14:00
1687,381,16-02-2024,05:58:00,06:43:00
1688,472,16-02-2024,06:36:00,07:01:00
1689,486,16-02-2024,06:01:00,06:26:00
1690,525,16-02-2024,05:51:00,06:21:00
1691,319,16-02-2024,09:22:00,10:17:00
1692,377,16-02-2024,06:20:00,06:50:00
1693,220,16-02-2024,07:31:00,07:56:00
1694,481,16-02-2024,06:43:00,07:18:00
1695,323,16-02-2024,09:26:00,10:11:00
1696,28,16-02-2024,07:40:00,08:05:00
1697,210,16-02-2024,07:41:00,08:11:00
1698,523,16-02-2024,07:29:00,07:59:00
1699,203,16-02-2024,07:52:00,08:17:00
1700,625,16-02-2024,09:47:00,10:22:00
1701,329,16-02-2024,05:51:00,06:46:00
1702,423,16-02-2024,07:30:00,08:25:00
1703,289,16-02-2024,08:14:00,09:09:00
1704,162,16-02-2024,08:42:00,09:12:00
1705,549,16-02-2024,06:56:00,07:26:00
1706,289,16-02-2024,06:18:00,07:03:00
1707,473,16-02-2024,09:27:00,09:57:00
1708,486,17-02-2024,05:26:00,06:21:00
1709,173,17-02-2024,08:22:00,09:17:00
1710,175,17-02-2024,08:25:00,09:00:00
1711,430,17-02-2024,06:12:00,06:57:00
1712,305,17-02-2024,09:32:00,10:02:00
1713,613,17-02-2024,07:29:00,08:14:00
1714,66,17-02-2024,06:46:00,07:16:00
1715,48,17-02-2024,08:21:00,09:06:00
1716,513,17-02-2024,07:16:00,08:01:00
1717,26,17-02-2024,09:11:00,10:06:00
1718,338,17-02-2024,06:14:00,07:09:00
1719,199,17-02-2024,07:51:00,08:36:00
1720,637,17-02-2024,06:37:00,07:02:00
1721,179,17-02-2024,09:44:00,10:39:00
1722,104,17-02-2024,07:19:00,07:44:00
1723,426,17-02-2024,07:47:00,08:32:00
1724,600,17-02-2024,05:09:00,06:04:00
1725,151,17-02-2024,07:47:00,08:22:00
1726,260,17-02-2024,09:45:00,10:40:00
1727,295,17-02-2024,09:38:00,10:03:00
1728,485,17-02-2024,05:39:00,06:09:00
1729,502,17-02-2024,09:21:00,10:16:00
1730,417,17-02-2024,07:43:00,08:13:00
1731,270,17-02-2024,06:10:00,06:35:00
1732,573,17-02-2024,06:31:00,07:26:00
1733,501,17-02-2024,08:49:00,09:19:00
1734,531,17-02-2024,06:01:00,06:31:00
1735,474,17-02-2024,07:14:00,08:09:00
1736,515,17-02-2024,09:32:00,10:07:00
1737,343,18-02-2024,08:37:00,09:22:00
1738,522,18-02-2024,09:05:00,10:00:00
1739,188,18-02-2024,09:31:00,10:01:00
1740,621,18-02-2024,09:26:00,09:56:00
1741,144,18-02-2024,09:16:00,09:46:00
1742,377,18-02-2024,09:40:00,10:35:00
1743,481,18-02-2024,08:17:00,08:42:00
1744,229,18-02-2024,06:46:00,07:41:00
1745,266,18-02-2024,06:35:00,07:00:00
1746,184,18-02-2024,05:48:00,06:23:00
1747,630,18-02-2024,07:41:00,08:16:00
1748,125,18-02-2024,06:42:00,07:12:00
1749,420,18-02-2024,06:41:00,07:06:00
1750,346,18-02-2024,09:11:00,09:36:00
1751,537,18-02-2024,08:18:00,08:53:00
1752,99,18-02-2024,08:15:00,09:10:00
1753,251,18-02-2024,08:11:00,08:36:00
1754,33,18-02-2024,07:12:00,07:47:00
1755,464,18-02-2024,05:32:00,06:27:00
1756,61,18-02-2024,05:19:00,06:14:00
1757,285,18-02-2024,09:55:00,10:20:00
1758,447,18-02-2024,06:57:00,07:42:00
1759,219,18-02-2024,09:20:00,09:55:00
1760,548,18-02-2024,06:20:00,06:45:00
1761,530,18-02-2024,07:05:00,07:50:00
1762,494,19-02-2024,08:27:00,09:12:00
1763,545,19-02-2024,07:20:00,07:55:00
1764,612,19-02-2024,06:38:00,07:33:00
1765,648,19-02-2024,05:34:00,06:09:00
1766,40,19-02-2024,08:32:00,09:02:00
1767,211,19-02-2024,05:06:00,06:01:00
1768,194,19-02-2024,07:41:00,08:06:00
1769,542,19-02-2024,06:09:00,07:04:00
1770,58,19-02-2024,09:50:00,10:20:00
1771,151,19-02-2024,09:58:00,10:53:00
1772,85,19-02-2024,06:50:00,07:15:00
1773,632,19-02-2024,07:10:00,07:45:00
1774,337,19-02-2024,07:59:00,08:34:00
1775,123,19-02-2024,06:45:00,07:40:00
1776,511,19-02-2024,05:15:00,05:50:00
1777,614,19-02-2024,07:26:00,07:51:00
1778,54,19-02-2024,06:45:00,07:20:00
1779,330,19-02-2024,09:06:00,09:41:00
1780,343,19-02-2024,05:01:00,05:46:00
1781,525,19-02-2024,09:47:00,10:42:00
1782,351,19-02-2024,07:22:00,08:07:00
1783,55,19-02-2024,10:00:00,10:55:00
1784,23,19-02-2024,08:07:00,08:37:00
1785,139,19-02-2024,08:40:00,09:35:00
1786,35,20-02-2024,08:53:00,09:38:00
1787,443,20-02-2024,05:30:00,06:00:00
1788,74,20-02-2024,09:18:00,10:13:00
1789,318,20-02-2024,08:55:00,09:25:00
1790,544,20-02-2024,07:07:00,07:32:00
1791,48,20-02-2024,09:03:00,09:33:00
1792,307,20-02-2024,05:15:00,06:10:00
1793,57,20-02-2024,07:33:00,08:18:00
1794,320,20-02-2024,05:18:00,05:53:00
1795,338,20-02-2024,08:10:00,08:40:00
1796,242,20-02-2024,07:23:00,07:58:00
1797,378,20-02-2024,05:55:00,06:20:00
1798,326,20-02-2024,06:57:00,07:27:00
1799,492,20-02-2024,08:03:00,08:48:00
1800,64,20-02-2024,05:50:00,06:15:00
1801,401,20-02-2024,08:17:00,08:42:00
1802,331,20-02-2024,09:12:00,09:47:00
1803,459,20-02-2024,07:55:00,08:25:00
1804,455,20-02-2024,07:26:00,07:51:00
1805,63,20-02-2024,07:41:00,08:11:00
1806,523,20-02-2024,06:36:00,07:21:00
1807,56,20-02-2024,05:12:00,05:57:00
1808,181,20-02-2024,09:46:00,10:21:00
1809,548,20-02-2024,10:00:00,10:30:00
1810,611,20-02-2024,08:48:00,09:33:00
1811,113,20-02-2024,06:59:00,07:54:00
1812,202,20-02-2024,05:25:00,06:00:00
1813,147,20-02-2024,08:20:00,08:50:00
1814,505,20-02-2024,08:19:00,09:14:00
1815,571,20-02-2024,09:14:00,10:09:00
1816,308,20-02-2024,06:06:00,06:31:00
1817,549,20-02-2024,05:44:00,06:29:00
1818,29,21-02-2024,06:46:00,07:41:00
1819,515,21-02-2024,08:10:00,08:45:00
1820,365,21-02-2024,09:00:00,09:30:00
1821,191,21-02-2024,08:25:00,09:20:00
1822,324,21-02-2024,05:08:00,05:33:00
1823,60,21-02-2024,09:58:00,10:53:00
1824,485,21-02-2024,06:22:00,07:07:00
1825,24,21-02-2024,07:04:00,07:39:00
1826,379,21-02-2024,05:01:00,05:56:00
1827,344,21-02-2024,06:11:00,07:06:00
1828,30,21-02-2024,07:23:00,08:18:00
1829,320,21-02-2024,08:51:00,09:36:00
1830,38,21-02-2024,09:43:00,10:18:00
1831,536,21-02-2024,06:17:00,07:12:00
1832,434,21-02-2024,07:50:00,08:15:00
1833,90,21-02-2024,05:51:00,06:16:00
1834,181,21-02-2024,07:09:00,07:39:00
1835,117,21-02-2024,09:07:00,09:32:00
1836,186,21-02-2024,08:37:00,09:32:00
1837,646,21-02-2024,07:28:00,08:23:00
1838,569,21-02-2024,09:18:00,09:53:00
1839,609,21-02-2024,07:05:00,07:50:00
1840,512,21-02-2024,07:53:00,08:18:00
1841,36,21-02-2024,06:40:00,07:25:00
1842,579,21-02-2024,06:57:00,07:22:00
1843,51,21-02-2024,08:15:00,08:50:00
1844,380,21-02-2024,07:56:00,08:26:00
1845,540,22-02-2024,06:42:00,07:27:00
1846,154,22-02-2024,07:21:00,07:51:00
1847,40,22-02-2024,09:25:00,10:00:00
1848,141,22-02-2024,07:40:00,08:10:00
1849,82,22-02-2024,09:38:00,10:08:00
1850,397,22-02-2024,06:00:00,06:45:00
1851,324,22-02-2024,05:55:00,06:25:00
1852,627,22-02-2024,05:15:00,05:40:00
1853,500,22-02-2024,06:25:00,06:55:00
1854,217,22-02-2024,09:23:00,10:08:00
1855,539,22-02-2024,06:36:00,07:21:00
1856,146,22-02-2024,07:50:00,08:20:00
1857,94,22-02-2024,09:30:00,10:00:00
1858,114,22-02-2024,08:25:00,08:55:00
1859,136,22-02-2024,06:49:00,07:14:00
1860,404,22-02-2024,06:15:00,07:10:00
1861,329,22-02-2024,07:30:00,08:00:00
1862,367,22-02-2024,08:08:00,08:38:00
1863,290,22-02-2024,09:39:00,10:24:00
1864,404,22-02-2024,08:06:00,08:41:00
1865,586,22-02-2024,05:14:00,05:44:00
1866,75,22-02-2024,06:37:00,07:32:00
1867,374,22-02-2024,06:04:00,06:39:00
1868,402,22-02-2024,07:13:00,08:08:00
1869,515,22-02-2024,10:00:00,10:45:00
1870,473,22-02-2024,06:40:00,07:10:00
1871,140,22-02-2024,06:37:00,07:12:00
1872,155,22-02-2024,09:47:00,10:32:00
1873,130,23-02-2024,08:57:00,09:22:00
1874,575,23-02-2024,09:56:00,10:31:00
1875,479,23-02-2024,05:18:00,06:03:00
1876,29,23-02-2024,09:11:00,09:46:00
1877,110,23-02-2024,06:17:00,06:42:00
1878,225,23-02-2024,09:56:00,10:26:00
1879,230,23-02-2024,06:02:00,06:37:00
1880,184,23-02-2024,08:00:00,08:45:00
1881,150,23-02-2024,09:26:00,10:11:00
1882,145,23-02-2024,05:16:00,05:51:00
1883,578,23-02-2024,07:47:00,08:42:00
1884,377,23-02-2024,09:17:00,10:02:00
1885,281,23-02-2024,05:17:00,05:52:00
1886,33,23-02-2024,08:23:00,09:18:00
1887,378,23-02-2024,09:24:00,10:19:00
1888,223,23-02-2024,06:29:00,07:14:00
1889,335,23-02-2024,09:35:00,10:05:00
1890,337,23-02-2024,08:46:00,09:31:00
1891,349,23-02-2024,08:29:00,09:14:00
1892,108,23-02-2024,09:11:00,09:56:00
1893,102,23-02-2024,09:29:00,10:04:00
1894,420,23-02-2024,05:13:00,05:43:00
1895,63,24-02-2024,09:45:00,10:30:00
1896,593,24-02-2024,08:43:00,09:08:00
1897,498,24-02-2024,09:48:00,10:18:00
1898,23,24-02-2024,08:29:00,09:04:00
1899,200,24-02-2024,08:10:00,08:55:00
1900,641,24-02-2024,06:20:00,06:50:00
1901,454,24-02-2024,05:04:00,05:34:00
1902,74,24-02-2024,08:33:00,09:18:00
1903,564,24-02-2024,08:36:00,09:06:00
1904,472,24-02-2024,07:56:00,08:41:00
1905,204,24-02-2024,07:51:00,08:16:00
1906,274,24-02-2024,07:28:00,08:23:00
1907,556,24-02-2024,07:08:00,07:53:00
1908,590,24-02-2024,08:28:00,09:13:00
1909,450,24-02-2024,07:42:00,08:07:00
1910,589,24-02-2024,09:04:00,09:29:00
1911,393,24-02-2024,08:10:00,08:45:00
1912,479,24-02-2024,06:36:00,07:21:00
1913,631,24-02-2024,06:37:00,07:07:00
1914,396,24-02-2024,08:34:00,09:09:00
1915,323,24-02-2024,05:35:00,06:10:00
1916,336,24-02-2024,07:30:00,08:00:00
1917,355,24-02-2024,07:26:00,07:56:00
1918,368,24-02-2024,05:10:00,05:35:00
1919,33,25-02-2024,06:59:00,07:24:00
1920,429,25-02-2024,09:10:00,09:45:00
1921,467,25-02-2024,06:26:00,07:01:00
1922,241,25-02-2024,09:00:00,09:30:00
1923,106,25-02-2024,07:36:00,08:11:00
1924,162,25-02-2024,07:59:00,08:34:00
1925,579,25-02-2024,08:06:00,08:51:00
1926,537,25-02-2024,09:04:00,09:49:00
1927,302,25-02-2024,07:56:00,08:31:00
1928,273,25-02-2024,09:45:00,10:30:00
1929,227,25-02-2024,09:11:00,09:46:00
1930,224,25-02-2024,05:43:00,06:13:00
1931,21,25-02-2024,06:14:00,06:59:00
1932,292,25-02-2024,06:51:00,07:16:00
1933,213,25-02-2024,07:34:00,08:04:00
1934,504,25-02-2024,05:42:00,06:17:00
1935,249,25-02-2024,06:24:00,07:19:00
1936,365,25-02-2024,09:01:00,09:36:00
1937,158,25-02-2024,05:13:00,05:38:00
1938,32,25-02-2024,08:12:00,08:57:00
1939,470,25-02-2024,06:07:00,06:32:00
1940,169,25-02-2024,08:05:00,08:30:00
1941,564,25-02-2024,05:41:00,06:06:00
1942,154,25-02-2024,07:20:00,07:45:00
1943,469,25-02-2024,06:18:00,06:48:00
1944,254,25-02-2024,08:23:00,09:08:00
1945,465,25-02-2024,09:54:00,10:29:00
1946,120,25-02-2024,08:54:00,09:49:00
1947,635,25-02-2024,05:18:00,05:48:00
1948,141,25-02-2024,09:23:00,10:08:00
1949,563,25-02-2024,09:02:00,09:32:00
1950,437,26-02-2024,09:53:00,10:23:00
1951,286,26-02-2024,08:24:00,08:54:00
1952,398,26-02-2024,07:14:00,07:44:00
1953,66,26-02-2024,09:33:00,10:08:00
1954,249,26-02-2024,08:07:00,08:32:00
1955,588,26-02-2024,07:03:00,07:33:00
1956,598,26-02-2024,06:53:00,07:48:00
1957,340,26-02-2024,09:54:00,10:29:00
1958,563,26-02-2024,09:24:00,09:59:00
1959,162,26-02-2024,07:59:00,08:24:00
1960,164,26-02-2024,08:45:00,09:20:00
1961,499,26-02-2024,08:49:00,09:44:00
1962,450,26-02-2024,09:31:00,10:06:00
1963,158,26-02-2024,09:02:00,09:27:00
1964,555,26-02-2024,05:02:00,05:32:00
1965,64,26-02-2024,08:10:00,08:45:00
1966,88,26-02-2024,06:51:00,07:36:00
1967,569,26-02-2024,06:31:00,07:06:00
1968,573,26-02-2024,07:12:00,07:42:00
1969,620,26-02-2024,05:09:00,05:54:00
1970,305,26-02-2024,05:59:00,06:44:00
1971,480,26-02-2024,05:38:00,06:03:00
1972,494,26-02-2024,09:44:00,10:09:00
1973,137,26-02-2024,07:06:00,07:51:00
1974,149,26-02-2024,09:54:00,10:24:00
1975,215,26-02-2024,08:43:00,09:18:00
1976,469,26-02-2024,06:52:00,07:47:00
1977,273,27-02-2024,06:56:00,07:41:00
1978,267,27-02-2024,09:22:00,10:17:00
1979,107,27-02-2024,08:48:00,09:23:00
1980,41,27-02-2024,08:41:00,09:06:00
1981,529,27-02-2024,05:15:00,05:40:00
1982,199,27-02-2024,09:49:00,10:44:00
1983,192,27-02-2024,09:27:00,10:12:00
1984,260,27-02-2024,09:02:00,09:47:00
1985,226,27-02-2024,08:49:00,09:44:00
1986,457,27-02-2024,09:31:00,10:26:00
1987,197,27-02-2024,08:31:00,08:56:00
1988,64,27-02-2024,05:06:00,06:01:00
1989,605,27-02-2024,06:30:00,06:55:00
1990,367,27-02-2024,06:51:00,07:36:00
1991,552,27-02-2024,06:07:00,06:32:00
1992,377,27-02-2024,07:09:00,07:39:00
1993,115,27-02-2024,06:36:00,07:11:00
1994,624,27-02-2024,05:41:00,06:26:00
1995,456,27-02-2024,06:13:00,06:48:00
1996,535,27-02-2024,05:57:00,06:27:00
1997,395,27-02-2024,09:59:00,10:29:00
1998,68,27-02-2024,08:20:00,08:50:00
1999,496,27-02-2024,06:26:00,07:21:00
2000,645,27-02-2024,07:57:00,08:27:00
2001,437,27-02-2024,05:41:00,06:16:00
2002,157,27-02-2024,07:24:00,08:19:00
2003,259,27-02-2024,09:37:00,10:12:00
2004,617,27-02-2024,09:21:00,10:16:00
2005,120,27-02-2024,05:45:00,06:20:00
2006,644,27-02-2024,06:26:00,07:21:00
2007,241,28-02-2024,08:54:00,09:24:00
2008,120,28-02-2024,09:27:00,10:02:00
2009,521,28-02-2024,08:26:00,08:51:00
2010,396,28-02-2024,09:38:00,10:13:00
2011,392,28-02-2024,08:31:00,09:01:00
2012,562,28-02-2024,08:25:00,08:50:00
2013,145,28-02-2024,09:31:00,09:56:00
2014,123,28-02-2024,08:13:00,08:43:00
2015,268,28-02-2024,09:34:00,09:59:00
2016,185,28-02-2024,06:33:00,07:18:00
2017,175,28-02-2024,07:50:00,08:20:00
2018,379,28-02-2024,08:32:00,09:02:00
2019,300,28-02-2024,09:53:00,10:28:00
2020,358,28-02-2024,08:41:00,09:06:00
2021,94,28-02-2024,08:03:00,08:28:00
2022,424,28-02-2024,06:59:00,07:29:00
2023,547,28-02-2024,07:54:00,08:24:00
2024,529,28-02-2024,07:50:00,08:35:00
2025,179,29-02-2024,09:48:00,10:33:00
2026,587,29-02-2024,07:13:00,07:48:00
2027,90,29-02-2024,07:02:00,07:27:00
2028,327,29-02-2024,07:32:00,08:07:00
2029,28,29-02-2024,06:29:00,07:24:00
2030,138,29-02-2024,09:39:00,10:09:00
2031,532,29-02-2024,06:08:00,06:33:00
2032,614,29-02-2024,07:38:00,08:08:00
2033,567,29-02-2024,07:44:00,08:29:00
2034,145,29-02-2024,06:30:00,07:05:00
2035,300,29-02-2024,08:02:00,08:47:00
2036,292,29-02-2024,07:08:00,07:38:00
2037,288,29-02-2024,07:53:00,08:48:00
